| name | position | department | school | degrees | research_interests |
| Wang Shengwei | ['Professor'] | ['Building Environment and Energy Engineering'] | ['Huazhong University of Science and Technology', 'University of Liège'] | ['Bachelor of Science', 'Master of Science', 'Doctor of Philosophy'] | ['energy research'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Professor Yan Jinyue Jerry | ['Chair-Professor', 'Chair Professor of Energy and Buildings'] | ['Building Environment and Energy Engineering'] | ['KTH Royal Institute of Technology'] | ['Doctor of Philosophy'] | ['energy and buildings'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Professor Chen Mingli | ['Professor'] | ['Building Environment and Energy Engineering'] | ['Lanzhou University', 'Chinese Academy of Sciences', 'Gifu University'] | ['Bachelor of Science', 'Master of Science', 'Doctor of Philosophy in Engineering'] | ['Lightning Detection & Protection', 'Building Electrical Service', 'Electromagnetic Compatibility', 'Power Quality'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Du Yaping Patrick | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Professor Du Yaping Patrick | ['Professor'] | ['Building Environment and Energy Engineering'] | ['University of Southern California'] | ['Doctor of Philosophy'] | ['Energy efficiency and environmental control in buildings'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ir Professor Lu Lin Vivien | ['Professor', 'Department of Building Environment and Energy Engineering', 'Chairman of the Energy Institute (Hong Kong Branch)', 'Vice President of Solar Energy Society of Hong Kong', 'Member of The Project Management Committee (PMC) for Cleaner Production Partnership Programme', 'Task Force Member for Energy Management System Certification under Hong Kong Accreditation Service (HKAS)', 'Working Group Member for Building Energy Code (Electrical)', 'Working Group Member for Building Energy Code (Energy Audit)', 'Working Group Member for Building Energy Code (Lighting) under Buildings Energy Efficiency Ordinance', 'Fellow of The Hong Kong Institution of Engineers', 'Hong Kong', 'Registered Professional Engineer (Building Services)', 'Chartered Engineer', 'Engineering Council', 'UK', 'Member of The Chartered Institution of Building Services Engineers (UK)', 'Member of Energy Institute (UK)', 'Chair Professor', 'Faculty-Member', 'Chairman', 'Vice President', 'Task Force Member', 'Working Group Member', 'Chief Executive Officer'] | ['Building Environment and Energy Engineering', 'Department of Building Environment and Energy Engineering'] | ['HVAC&R engineering', 'renewable energy', 'BEng and MEng in HVAC&R engineering and PhD in renewable energy', 'Fellow of The Hong Kong Institution of Engineers (FHKIE)', 'and a Member of The Chartered Institution of Building Services Engineers (MCIBSE) and Energy Institute (MEI)', 'UK', 'Hong Kong Branch', 'Solar Energy Society of Hong Kong', 'Department of Industry and Information Technology of Guangdong Province', 'University of Hong Kong'] | ['BEng', 'MEng', 'PhD', 'Registered Professional Engineer (R', 'P', 'E', ') (Building Services) and a Chartered Engineer of the UK Engineering Council (CEng)', 'IF 3', '889', 'IF 16', '799', 'IF 11', 'MPhil'] | ['renewable energy', 'building energy fields', 'Energy', 'Building Environment and Energy Engineering', 'energy sustainability', 'and sustainable development', 'Renewable energy technologies and applications in buildings', 'Fundamentals of fluid mechanics and heat/mass transfer to enhance building energy systems', 'Engineered nanomaterial development towards energy smart building envelopes', 'environmental engineering', 'energy engineering', 'air quality', 'indoor air pollution', 'sustainable development', 'inventions', 'engineering', 'building services', 'energy'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Lu Lin Vivien | ['Associate Professor', 'Head of the Department of Building Environment and Energy Engineering', 'Ir Professor'] | ['Department of Building Environment and Energy Engineering'] | ['Not available'] | ['Not available'] | ['green building'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ir Professor Mak Cheuk Ming | ['Professor', 'Department of Building Environment and Energy Engineering'] | ['Department of Building Environment and Energy Engineering'] | ['The University of Liverpool'] | ['Bachelor of Engineering', 'Doctor of Philosophy'] | ['Building Services Engineering', 'Acoustics and Noise Control'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Mak Cheuk Ming | ['Professor'] | ['Building Environment and Energy Engineering'] | ['Member of the Institute of Acoustics', 'Member of the Hong Kong Institute of Acoustics', 'Member of the Acoustical Society of America', 'Fellow of The Hong Kong Institution of Engineers'] | [] | ['acoustics', 'noise and vibration in buildings', 'applications of CFD in buildings'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Professor Wei Minchen Tommy | ['Director of Color', 'Imaging and Metaverse Research Center', "Recipient of China's Excellent Young Scientists Fund"] | ['Department of Building Environment and Energy Engineering'] | ['The Pennsylvania State University'] | ['Master of Science in Architectural Engineering', 'PhD in Architectural Engineering'] | ['fundamental color science', 'color management and application for imaging and metaverse systems (e', 'g', 'display', 'camera', 'AR/VR/MR)', 'and illuminating engineering'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Wei Minchen Tommy 魏敏晨 | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Wei Minchen Tommy | ['Professor', 'Assistant Professor', 'Associate Professor', 'Full Professor'] | ['Building Environment and Energy Engineering'] | ['The Pennsylvania State University'] | ['Master of Science', 'Doctor of Philosophy'] | ['Color Science', 'Color Technology', 'and Color Management for Imaging and Display Systems', 'Lighting Quality', 'Characterization', 'and Lighting Measurements', 'LED Lighting', 'Light Pollution', 'Daylighting and Energy Efficiency', 'and Color Management for Imaging and Display Systems\\nLighting Quality', 'and Lighting Measurements\\nLED Lighting\\nLight Pollution\\nDaylighting and Energy Efficiency'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Minchen Wei | ['Director of Color', 'Imaging and Metaverse Research Center'] | ['Building Environment and Energy Engineering'] | ['The Pennsylvania State University'] | ['Master of Science and PhD in Architectural Engineering'] | ['fundamental color science', 'color management and application for imaging and metaverse systems (e', 'g', 'display', 'camera', 'AR/VR/MR)', 'and illuminating engineering'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| 魏敏晨 | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Professor Xiao Fu | ['Associate Dean of FCE and Professor', 'Associate Editor', 'editorial members', 'Associate Dean of FCE', 'member of Chartered Institution of Building Services Engineers (MCIBSE)', 'Chartered Engineer (CEng) with Engineering Council UK', 'member of American Society of Heating', 'Refrigerating and Air-Conditioning Engineers (MASHRAE)', 'member of Hong Kong Institution of Engineers (MHKIE)', 'Doctor of Philosophy', 'The Hong Kong Polytechnic University', 'Master of Engineering', 'Shanghai Jiao Tong University', 'Bachelor of Engineering', 'Xi’an Jiao Tong University', 'Bachelor of Management'] | ['Building Environment and Energy Engineering'] | ["Xi'an Jiao Tong University", 'Shanghai Jiao Tong University', 'Hong Kong Polytechnic University', 'The Hong Kong Polytechnic University', 'Xi’an Jiao Tong University'] | ['Heating', 'Ventilation and Air-Conditioning Engineering (major) and Marketing (minor)', 'Refrigeration and Cryogenics Engineering', 'Building Services Engineering', 'Doctor of Philosophy', 'Master of Engineering', 'Bachelor of Engineering (major)', 'Bachelor of Management (minor)', 'Bachelor of Engineering', 'Bachelor of Management'] | ['Building simulation', 'automation', 'construction', 'energy', 'AI', 'optimal control and diagnosis of building and energy systems', 'big data analytics and AI for smart energy-efficient and resilient buildings', 'dynamic modeling of heat and mass transfer processes in advanced building energy systems', 'smart buildings and smart energy system management', 'with the focus on dynamic modeling of building energy systems', 'as well as big data analytics and AI for smart energy-efficient and resilient buildings'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Xiao Fu | ['Professor', 'PI', 'Co-PI', 'Lecturer', 'Assistant Professor', 'Associate Professor', 'professor', 'head of department'] | ['Building Environment and Energy Engineering'] | ['Western Australia University (1998) and Shanghai Jiaotong University (2001 and 2004)', "Xi'an Jiao Tong University", 'Shanghai Jiao Tong University', 'Hong Kong Polytechnic University', 'Western Academy of Beijing and Shanghai Jiaotong University'] | ['Bachelor of Engineering (Maintenance and Marketing) and Master of Engineering (Refrigeration and Cold Environment Engineering)', 'Bachelor of Heating', 'Ventilation and Air-Conditioning Engineering (major) and Marketing (minor)', 'Master of Refrigeration and Cryogenics Engineering', 'PhD in Building Services Engineering', 'Master of Engineering in Refrigeration and Cryogenic Engineering and Doctor of Philosophy in Building Services Engineering'] | ['smart buildings and smart energy system management', 'with the focus on dynamic modeling of building energy systems', 'optimal control and diagnosis of building and energy systems', 'as well as big data analytics and AI for smart energy-efficient and resilient buildings', 'Smart Building and Intelligent Energy System Management', 'heating', 'ventilation', 'air-conditioning', 'refrigeration', 'cryogenics', 'building services engineering', 'smart buildings and intelligent energy systems management'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ir Professor Yang Hongxing | ['Professor'] | ['Department of Building Environment and Energy Engineering'] | ['University of Wales College of Cardiff'] | ['PhD'] | ['renewable energy applications', 'energy saving in buildings', 'solar cell materials', 'solar photovoltaic integration in buildings', 'wind power', 'hybrid solar-wind power', 'ground-coupled heat pump technologies', 'indirect evaporative cooling'] |
